"Sklenitve partnerskih zvez po: MERITVE , LETO"

" ";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"med moškima";4;6;1;7;4;7;8;15;14;9;20;24
"med ženskama";4;2;1;4;5;8;3;7;13;13;9;26

"Vir: Statistièni urad Republike Slovenije. "
"Do leta 2016 se podatki nanašajo na registrirane istospolne "
"partnerske skupnosti, od leta 2017 dalje pa na sklenitve partnerskih "
"zvez."

"Podatki od julija 2006 dalje."

